		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
110110010  277  256  248  268  251  248  274  246 11.714924 0.164384 SUCCESS 113
110110100  249  256  238  232  245  231  243  260  3.286068 0.915144 SUCCESS 114
110111000  223  262  215  218  241  264  271  260 15.572413 0.048925 SUCCESS 115
110111010  247  252  227  258  233  224  229  229  6.534535 0.587580 SUCCESS 116
110111100  255  245  240  231  243  235  256  248  2.325403 0.969376 SUCCESS 117
111000000  229  232  236  211  219  255  272  256 13.585414 0.093232 SUCCESS 118
111000010  239  247  238  259  252  260  244  245  2.576425 0.958072 SUCCESS 119
111000100  230  225  247  258  256  245  264  249  5.620473 0.689659 SUCCESS 120
111000110  234  261  261  256  236  247  263  220  7.734572 0.459818 SUCCESS 121
111001000  250  238  270  232  219  220  250  248  9.114667 0.332715 SUCCESS 122
111001010  258  261  248  231  273  264  249  241  8.163535 0.417661 SUCCESS 123
111001100  252  256  213  251  246  251  255  238  6.039904 0.642762 SUCCESS 124
111010000  254  262  238  228  243  255  236  258  4.629092 0.796383 SUCCESS 125
111010010  263  252  269  256  224  254  241  240  7.233586 0.511653 SUCCESS 126
111010100  225  256  271  232  247  216  266  241 11.284902 0.186073 SUCCESS 127
111010110  230  224  239  236  244  245  214  254  7.213461 0.513787 SUCCESS 128
111011000  261  235  273  252  241  218  219  218 13.853384 0.085668 SUCCESS 129
111011010  250  226  232  252  264  243  248  249  4.266857 0.832280 SUCCESS 130
111011100  227  262  246  223  234  263  273  236 10.257509 0.247415 SUCCESS 131
111100000  204  230  227  238  224  267  250  253 13.480557 0.096350 SUCCESS 132
111100010  240  240  264  236  259  238  239  223  5.195747 0.736464 SUCCESS 133
111100100  229  214  284  230  228  219  261  242 17.397359 0.026227 SUCCESS 134
111100110  255  246  224  241  254  244  251  247  2.921714 0.939174 SUCCESS 135
111101000  249  240  240  248  248  258  236  244  1.467477 0.993235 SUCCESS 136
111101010  232  254  230  251  248  203  262  253 10.997868 0.201820 SUCCESS 137
111101100  288  254  249  242  234  232  242  236 10.044617 0.261908 SUCCESS 138
111101110  246  261  253  231  232  249  260  230  4.921423 0.765941 SUCCESS 139
111110000  225  220  237  239  240  252  243  258  5.497610 0.703305 SUCCESS 140
111110010  228  236  266  231  240  240  265  249  6.229495 0.621542 SUCCESS 141
111110100  266  249  256  267  242  246  237  250  5.337676 0.720950 SUCCESS 142
111110110  271  244  225  236  234  257  228  244  7.127669 0.522923 SUCCESS 143
111111000  264  231  221  261  269  232  261  232 10.949146 0.204597 SUCCESS 144
111111010  246  250  258  267  235  231  239  234  4.821861 0.776435 SUCCESS 145
111111100  254  230  223  256  250  236  271  248  7.296077 0.505051 SUCCESS 146
111111110  253  243  247  237  251  235  239  259  2.190888 0.974593 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  254  208  247  254  246  261  248  233  8.199547 0.414225 SUCCESS   0
000000011  229  220  259  256  232  269  235  249  8.667699 0.371099 SUCCESS   1
000000101  265  239  226  257  256  243  254  251  5.267770 0.728611 SUCCESS   2
000000111  241  228  262  263  255  261  238  232  6.495346 0.591924 SUCCESS   3
000001001  249  247  227  226  239  250  236  227  4.549655 0.804445 SUCCESS   4
000001011  242  243  256  244  237  255  257  263  3.549800 0.895290 SUCCESS   5
000001101  252  248  221  263  244  258  248  233  5.505024 0.702483 SUCCESS   6
000001111  235  235  249  233  268  242  241  228  4.907653 0.767399 SUCCESS   7
000010001  220  240  234  245  243  231  265  260  6.624564 0.577626 SUCCESS   8
000010011  240  261  229  251  239  251  240  252  3.094358 0.928297 SUCCESS   9
000010101  281  234  242  244  258  235  256  240  8.052322 0.428376 SUCCESS  10
000010111  236  253  257  227  252  250  256  271  6.624564 0.577626 SUCCESS  11
000011001  231  230  263  252  219  256  202  245 14.140418 0.078178 SUCCESS  12
000011011  256  259  236  251  250  258  240  219  5.723213 0.678204 SUCCESS  13
000011101  253  246  262  221  221  230  246  226  8.485522 0.387534 SUCCESS  14
000011111  236  245  231  222  260  235  228  232  6.231613 0.621305 SUCCESS  15
000100011  205  249  254  223  257  263  239  277 15.791660 0.045461 SUCCESS  16
000100101  245  243  256  259  253  234  257  247  3.048814 0.931257 SUCCESS  17
000100111  215  244  228  250  248  262  266  234  8.720657 0.366406 SUCCESS  18
000101001  248  256  222  251  247  237  250  230  4.176828 0.840827 SUCCESS  19
000101011  273  233  237  264  241  247  280  253 11.808131 0.159972 SUCCESS  20
000101101  238  238  234  223  202  245  275  264 15.876394 0.044184 SUCCESS  21
000101111  228  254  243  221  244  268  253  258  7.350094 0.499374 SUCCESS  22
000110011  232  236  263  254  233  255  206  249 10.109226 0.257443 SUCCESS  23
000110101  247  240  235  252  253  238  234  238  1.808529 0.986330 SUCCESS  24
000110111  217  259  223  243  243  235  257  219  9.685559 0.287793 SUCCESS  25
000111001  243  233  268  242  243  271  244  232  6.652103 0.574590 SUCCESS  26
000111011  234  249  260  208  225  248  254  223 11.048708 0.198955 SUCCESS  27
000111101  235  255  231  238  242  231  240  237  2.778726 0.947467 SUCCESS  28
000111111  244  235  251  209  247  220  240  259  9.290489 0.318386 SUCCESS  29
001000011  225  237  275  254  260  253  234  205 14.537606 0.068785 SUCCESS  30
001000101  240  245  256  250  220  258  269  232  7.344798 0.499929 SUCCESS  31
001000111  215  251  249  263  260  261  243  264  9.357217 0.313063 SUCCESS  32
001001011  241  249  253  241  238  263  236  245  2.468390 0.963189 SUCCESS  33
001001101  259  242  213  260  237  214  230  251 11.234062 0.188786 SUCCESS  34
001001111  224  259  239  246  240  260  247  252  4.217076 0.837026 SUCCESS  35
001010011  255  238  214  253  250  242  231  237  5.948815 0.652965 SUCCESS  36
001010101  265  255  239  259  265  242  222  242  7.354331 0.498930 SUCCESS  37
001010111  241  212  247  244  244  236  260  257  6.498523 0.591571 SUCCESS  38
001011011  237  240  232  234  236  236  289  242 10.454515 0.234562 SUCCESS  39
001011101  246  246  286  224  266  256  219  257 15.176284 0.055807 SUCCESS  40
001011111  236  249  234  229  254  242  280  237  7.883915 0.444891 SUCCESS  41
001100101  246  265  228  236  270  282  240  224 13.944472 0.083224 SUCCESS  42
001100111  240  232  268  238  244  248  207  262 10.525479 0.230062 SUCCESS  43
001101011  241  240  220  239  240  218  209  219 13.555758 0.094105 SUCCESS  44
001101101  263  233  263  237  254  230  222  239  7.201811 0.515024 SUCCESS  45
001101111  272  247  226  239  209  229  274  231 15.537460 0.049500 SUCCESS  46
001110101  259  250  260  259  247  256  260  235  5.141729 0.742326 SUCCESS  47
001110111  239  244  263  223  245  222  234  244  6.022957 0.644660 SUCCESS  48
001111011  229  236  264  232  243  230  237  233  5.135374 0.743014 SUCCESS  49
001111101  269  252  219  241  233  265  221  231 10.966093 0.203628 SUCCESS  50
001111111  275  223  243  221  245  273  232  257 13.061126 0.109764 SUCCESS  51
010000011  255  257  234  236  239  225  221  232  6.466748 0.595098 SUCCESS  52
010000111  246  242  246  238  240  222  236  211  7.282307 0.506503 SUCCESS  53
010001011  246  269  261  228  247  241  249  214  8.966384 0.345140 SUCCESS  54
010001111  236  242  257  253  254  243  256  262  3.704439 0.882757 SUCCESS  55
010010011  285  227  259  249  268  226  250  243 13.317445 0.101384 SUCCESS  56
010010111  243  248  244  249  264  257  249  253  2.979968 0.935608 SUCCESS  57
010011011  262  249  217  258  243  208  251  274 14.903019 0.061059 SUCCESS  58
010011111  272  253  236  252  244  260  233  233  6.284571 0.615389 SUCCESS  59
010100011  234  230  252  251  244  261  248  240  3.084826 0.928922 SUCCESS  60
010100111  229  233  207  241  256  242  265  225 11.386582 0.180742 SUCCESS  61
010101011  251  255  242  248  255  263  222  239  4.979677 0.759746 SUCCESS  62
010101111  223  229  237  246  257  224  235  275  9.899511 0.272150 SUCCESS  63
010110011  265  275  240  233  241  251  221  213 13.092901 0.108693 SUCCESS  64
010110111  239  234  241  222  250  247  281  294 19.141808 0.014119 SUCCESS  65
010111011  264  234  264  223  255  232  226  284 14.924202 0.060636 SUCCESS  66
010111111  249  250  241  234  241  236  240  266  3.143080 0.925060 SUCCESS  67
011000111  233  225  257  260  218  252  273  242 10.549840 0.228533 SUCCESS  68
011001111  269  266  267  219  259  285  211  243 22.210217 0.004541 FAILURE  69
011010111  244  225  238  244  244  214  233  247  6.112986 0.634577 SUCCESS  70
011011111  272  246  219  232  242  232  280  238 12.857766 0.116838 SUCCESS  71
011101111  234  242  260  246  264  239  227  256  5.160795 0.740260 SUCCESS  72
011111111  273  232  243  224  247  254  255  291 16.134831 0.040490 SUCCESS  73
100000000  254  208  247  254  246  261  248  233  8.199547 0.414225 SUCCESS  74
100010000  225  240  234  258  254  244  251  236  3.764812 0.877695 SUCCESS  75
100100000  246  228  221  254  247  248  224  240  5.681905 0.682814 SUCCESS  76
100101000  248  243  227  244  243  261  233  229  4.016893 0.855596 SUCCESS  77
100110000  267  225  253  232  246  253  236  234  5.785703 0.671222 SUCCESS  78
100111000  220  243  255  223  243  248  229  237  6.116164 0.634222 SUCCESS  79
101000000  238  229  255  265  221  276  239  225 11.706451 0.164790 SUCCESS  80
101000100  233  243  249  254  245  254  240  228  2.633620 0.955209 SUCCESS  81
101001000  218  233  208  225  224  225  262  227 16.356197 0.037556 SUCCESS  82
101001100  251  235  254  277  256  270  220  227 12.687240 0.123073 SUCCESS  83
101010000  263  221  235  246  217  245  241  267  9.521388 0.300236 SUCCESS  84
101010100  259  268  227  237  264  248  228  259  8.586143 0.378401 SUCCESS  85
101011000  264  240  232  252  230  216  238  224  8.702651 0.367997 SUCCESS  86
101011100  241  225  250  221  229  251  256  200 14.018614 0.081282 SUCCESS  87
101100000  238  251  238  231  248  231  251  247  2.276681 0.971333 SUCCESS  88
101100100  257  259  277  272  236  241  242  252 10.113463 0.257153 SUCCESS  89
101101000  244  246  228  242  232  248  248  248  1.949398 0.982524 SUCCESS  90
101101100  236  248  296  244  250  228  247  228 14.128767 0.078470 SUCCESS  91
101110000  246  238  240  236  233  239  260  235  2.581721 0.957811 SUCCESS  92
101110100  243  249  253  226  280  231  259  238  9.110431 0.333066 SUCCESS  93
101111000  233  262  242  244  249  234  225  254  4.395016 0.819842 SUCCESS  94
101111100  248  230  245  221  272  237  269  229 10.275515 0.246218 SUCCESS  95
110000000  257  238  242  235  248  245  246  255  1.815943 0.986144 SUCCESS  96
110000010  255  237  260  243  213  244  224  234  8.043849 0.429199 SUCCESS  97
110000100  242  248  256  244  236  233  284  256  8.818100 0.357873 SUCCESS  98
110001000  230  248  237  250  245  244  240  249  1.446293 0.993564 SUCCESS  99
110001010  257  246  237  237  273  242  248  228  5.864082 0.662454 SUCCESS 100
110010000  226  227  274  285  245  272  214  233 21.158463 0.006738 FAILURE 101
110010010  280  264  254  226  247  261  251  254 10.786034 0.214120 SUCCESS 102
110010100  236  238  221  263  241  265  224  223  9.707801 0.286136 SUCCESS 103
110011000  257  253  263  243  240  263  260  240  5.272007 0.728147 SUCCESS 104
110011010  240  252  251  232  254  227  239  249  3.025512 0.932746 SUCCESS 105
110100000  243  248  261  243  231  252  232  241  2.937602 0.938212 SUCCESS 106
110100010  223  254  227  247  225  250  262  220  9.096662 0.334207 SUCCESS 107
110100100  242  224  234  212  238  234  234  240  7.641365 0.469263 SUCCESS 108
110101000  250  235  226  260  215  271  244  272 12.904369 0.115183 SUCCESS 109
110101010  245  268  230  226  254  269  228  256  9.388992 0.310551 SUCCESS 110
110101100  254  265  256  245  247  245  230  224  5.459480 0.707525 SUCCESS 111
110110000  235  248  257  218  256  247  259  245  5.583402 0.693783 SUCCESS 112
110110010  256  257  271  276  245  244  258  275 13.521864 0.095111 SUCCESS 113
110110100  280  246  226  235  225  266  221  231 13.784538 0.087557 SUCCESS 114
110111000  249  247  240  227  244  230  249  260  3.464008 0.901965 SUCCESS 115
110111010  218  259  247  212  249  211  253  266 15.346810 0.052743 SUCCESS 116
110111100  229  258  245  260  234  240  265  248  5.272007 0.728147 SUCCESS 117
111000000  251  222  244  244  267  242  239  250  4.767843 0.782077 SUCCESS 118
111000010  247  262  257  230  238  248  275  268  9.612476 0.293285 SUCCESS 119
111000100  232  249  256  272  265  254  228  250  8.120109 0.421826 SUCCESS 120
111000110  222  237  266  248  244  273  258  253  9.061709 0.337117 SUCCESS 121
111001000  233  202  251  283  265  236  221  235 19.389653 0.012909 SUCCESS 122
111001010  245  216  228  256  234  221  248  217 10.934318 0.205449 SUCCESS 123
111001100  247  254  242  224  252  267  274  260  9.511855 0.300971 SUCCESS 124
111010000  240  250  254  244  237  230  244  232  2.314811 0.969808 SUCCESS 125
111010010  240  236  227  221  252  236  225  254  6.365068 0.606410 SUCCESS 126
111010100  244  237  231  242  257  246  271  265  6.587493 0.581720 SUCCESS 127
111010110  270  258  250  244  235  241  239  242  4.322993 0.826870 SUCCESS 128
111011000  222  223  242  218  252  267  270  229 13.160688 0.106439 SUCCESS 129
111011010  255  231  219  237  239  256  240  255  5.402285 0.713840 SUCCESS 130
111011100  242  237  254  246  261  241  244  256  2.507579 0.961377 SUCCESS 131
111100000  254  241  248  254  263  220  250  260  6.120400 0.633747 SUCCESS 132
111100010  225  253  236  252  270  244  224  249  7.078947 0.528139 SUCCESS 133
111100100  232  244  246  246  264  235  245  253  3.015980 0.933351 SUCCESS 134
111100110  263  255  246  221  255  252  266  256  7.679495 0.465387 SUCCESS 135
111101000  258  272  254  247  226  235  264  240  8.045967 0.428993 SUCCESS 136
111101010  242  244  208  224  248  251  246  274 11.324091 0.184003 SUCCESS 137
111101100  249  221  243  244  245  250  241  238  2.721531 0.950600 SUCCESS 138
111101110  219  251  250  236  279  238  252  240  8.947319 0.346760 SUCCESS 139
111110000  264  253  253  222  264  242  262  263  8.970621 0.344780 SUCCESS 140
111110010  222  230  262  242  245  220  245  222  8.838225 0.356127 SUCCESS 141
111110100  246  244  243  238  230  224  257  247  3.477777 0.900908 SUCCESS 142
111110110  256  233  223  247  254  251  254  250  4.220254 0.836725 SUCCESS 143
111111000  245  254  237  229  246  261  222  273  8.428327 0.392786 SUCCESS 144
111111010  254  240  225  233  243  235  269  258  6.354476 0.607590 SUCCESS 145
111111100  270  270  250  234  246  261  223  276 13.670148 0.090778 SUCCESS 146
111111110  273  232  243  224  247  254  255  291 16.134831 0.040490 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  235  272  232  275  249  249  256  251  9.305318 0.317198 SUCCESS   0
000000011  243  262  241  266  228  232  247  262  6.540890 0.586876 SUCCESS   1
000000101  251  252  240  263  239  266  247  281  9.978948 0.266507 SUCCESS   2
000000111  247  250  261  245  243  209  253  247  6.992095 0.537486 SUCCESS   3
000001001  257  265  231  253  238  266  222  256  8.469634 0.388989 SUCCESS   4
000001011  255  232  268  261  251  262  226  277 12.269928 0.139561 SUCCESS   5
000001101  252  241  225  262  215  249  236  238  7.340562 0.500374 SUCCESS   6
000001111  248  257  248  253  249  217  238  243  4.545418 0.804872 SUCCESS   7
000010001  257  225  222  248  254  232  238  269  8.205902 0.413620 SUCCESS   8
000010011  256  242  264  221  245  263  238  264  7.900861 0.443214 SUCCESS   9
000010101  230  258  232  243  225  258  228  225  7.305609 0.504047 SUCCESS  10
000010111  265  234  247  237  266  260  252  226  7.280189 0.506726 SUCCESS  11
000011001  218  267  234  241  250  237  274  248  9.790416 0.280045 SUCCESS  12
000011011  243  250  232  239  233  257  248  236  2.455680 0.963766 SUCCESS  13
000011101  216  232  233  227  219  216  254  224 13.895750 0.084523 SUCCESS  14
000011111  230  259  250  250  235  216  253  249  6.213607 0.623318 SUCCESS  15
000100011  248  241  254  254  243  239  245  276  5.355681 0.718971 SUCCESS  16
000100101  253  269  252  248  262  231  209  250 10.738371 0.216969 SUCCESS  17
000100111  267  261  261  222  235  252  253  258  8.468575 0.389086 SUCCESS  18
000101001  288  250  238  239  276  250  255  263 15.033296 0.058501 SUCCESS  19
000101011  240  255  245  259  234  249  226  253  3.774344 0.876887 SUCCESS  20
000101101  237  276  251  245  224  231  258  282 14.062040 0.080163 SUCCESS  21
000101111  243  221  232  282  262  259  272  201 22.433701 0.004173 FAILURE  22
000110011  217  234  234  232  248  260  256  248  6.401080 0.602400 SUCCESS  23
000110101  254  259  245  247  244  231  248  243  2.187711 0.974710 SUCCESS  24
000110111  219  257  260  228  233  255  270  252  9.670730 0.288901 SUCCESS  25
000111001  287  271  251  270  252  226  251  249 15.840382 0.044723 SUCCESS  26
000111011  222  244  231  228  252  238  247  246  4.377010 0.821608 SUCCESS  27
000111101  251  264  248  227  255  261  237  255  5.603527 0.691545 SUCCESS  28
000111111  254  233  248  265  222  230  252  237  6.244323 0.619885 SUCCESS  29
001000011  238  232  250  248  221  231  263  225  7.046113 0.531666 SUCCESS  30
001000101  267  225  206  268  245  232  254  248 13.442427 0.097507 SUCCESS  31
001000111  261  229  239  286  238  242  249  263 11.504150 0.174736 SUCCESS  32
001001011  256  246  234  211  247  239  210  237 10.990453 0.202241 SUCCESS  33
001001101  247  226  250  234  264  262  229  262  7.357508 0.498597 SUCCESS  34
001001111  287  239  266  218  248  238  229  232 14.632931 0.066688 SUCCESS  35
001010011  258  250  247  230  275  233  255  277 11.485085 0.175699 SUCCESS  36
001010101  225  237  226  251  242  267  260  246  6.675404 0.572024 SUCCESS  37
001010111  244  247  233  252  237  247  218  249  4.064556 0.851253 SUCCESS  38
001011011  265  279  245  234  226  264  238  256 11.258423 0.187482 SUCCESS  39
001011101  281  252  240  224  256  235  239  234  9.307436 0.317029 SUCCESS  40
001011111  241  228  225  257  246  251  239  225  5.270948 0.728263 SUCCESS  41
001100101  259  251  241  270  261  236  272  253  9.127377 0.331665 SUCCESS  42
001100111  227  203  242  230  256  251  243  242 10.094398 0.258463 SUCCESS  43
001101011  231  262  245  249  247  245  232  236  3.128252 0.926053 SUCCESS  44
001101101  260  258  227  234  238  235  267  219  8.963206 0.345409 SUCCESS  45
001101111  227  243  232  240  251  278  245  219  9.682381 0.288030 SUCCESS  46
001110101  224  233  259  238  226  261  262  211 11.937349 0.154021 SUCCESS  47
001110111  241  264  237  198  246  257  230  255 13.007109 0.111605 SUCCESS  48
001111011  260  239  247  229  232  252  243  252  3.336908 0.911472 SUCCESS  49
001111101  213  244  248  248  238  229  263  215 10.462988 0.234021 SUCCESS  50
001111111  270  244  256  245  232  231  258  246  5.620473 0.689659 SUCCESS  51
010000011  219  237  221  256  224  241  237  237  7.940050 0.439348 SUCCESS  52
010000111  228  224  237  244  224  243  274  247  8.570255 0.379834 SUCCESS  53
010001011  269  221  239  255  244  224  255  232  8.339357 0.401042 SUCCESS  54
010001111  276  233  252  275  235  249  247  239  9.730044 0.284487 SUCCESS  55
010010011  286  219  250  213  248  239  221  213 20.898967 0.007421 FAILURE  56
010010111  255  248  254  240  250  238  210  228  7.390342 0.495162 SUCCESS  57
010011011  276  217  215  214  247  271  240  251 18.227746 0.019582 SUCCESS  58
010011111  275  241  259  225  248  232  258  244  8.069269 0.426733 SUCCESS  59
010100011  243  213  241  251  242  247  261  233  6.136288 0.631969 SUCCESS  60
010100111  246  262  243  251  267  243  250  290 12.858825 0.116800 SUCCESS  61
010101011  238  233  230  247  257  260  258  251  4.349472 0.824297 SUCCESS  62
010101111  263  244  218  257  273  257  210  249 14.372376 0.072561 SUCCESS  63
010110011  230  223  264  264  244  224  248  225  9.412294 0.308717 SUCCESS  64
010110111  244  262  275  238  245  254  264  258  8.456924 0.390155 SUCCESS  65
010111011  214  271  228  219  247  250  233  221 13.652142 0.091295 SUCCESS  66
010111111  259  245  227  266  254  240  228  234  6.231613 0.621305 SUCCESS  67
011000111  239  242  231  260  244  254  268  228  5.857727 0.663165 SUCCESS  68
011001111  227  223  269  243  227  251  234  231  8.366895 0.398476 SUCCESS  69
011010111  254  263  246  233  237  265  233  258  5.863023 0.662572 SUCCESS  70
011011111  241  252  265  230  270  278  254  214 14.951741 0.060091 SUCCESS  71
011101111  232  277  251  222  229  228  231  248 10.340124 0.241960 SUCCESS  72
011111111  247  248  257  239  249  259  245  220  4.419377 0.817444 SUCCESS  73
100000000  235  272  232  275  249  249  256  251  9.305318 0.317198 SUCCESS  74
100010000  230  224  242  244  233  247  236  260  4.487164 0.810716 SUCCESS  75
100100000  220  272  246  249  227  260  237  250  8.544835 0.382134 SUCCESS  76
100101000  253  244  249  251  233  219  254  266  6.273980 0.616572 SUCCESS  77
100110000  243  244  254  241  235  241  239  228  2.066966 0.978890 SUCCESS  78
100111000  246  267  225  257  241  226  243  276 10.226794 0.249467 SUCCESS  79
101000000  246  235  255  276  250  253  249  270  8.590379 0.378019 SUCCESS  80
101000100  245  254  260  237  240  240  239  245  1.957871 0.982276 SUCCESS  81
101001000  236  258  241  257  257  257  254  250  3.802942 0.874451 SUCCESS  82
101001100  250  236  265  246  229  241  227  232  5.162913 0.740030 SUCCESS  83
101010000  252  242  258  228  253  246  271  256  6.205134 0.624266 SUCCESS  84
101010100  237  245  246  229  231  264  253  236  4.219194 0.836825 SUCCESS  85
101011000  241  243  256  256  240  232  246  231  2.681283 0.952741 SUCCESS  86
101011100  247  226  255  232  230  241  219  234  6.546186 0.586289 SUCCESS  87
101100000  259  283  255  256  256  219  226  235 13.455137 0.097120 SUCCESS  88
101100100  236  209  235  260  242  238  250  257  7.953820 0.437994 SUCCESS  89
101101000  273  243  249  242  248  238  258  244  4.695820 0.789537 SUCCESS  90
101101100  235  244  245  234  208  255  242  242  6.858640 0.551958 SUCCESS  91
101110000  253  257  223  225  238  257  239  240  5.520912 0.700722 SUCCESS  92
101110100  249  251  251  246  258  252  231  244  2.324343 0.969419 SUCCESS  93
101111000  233  267  238  248  246  249  255  236  3.860137 0.869517 SUCCESS  94
101111100  226  250  251  231  256  254  236  218  6.649984 0.574824 SUCCESS  95
110000000  249  271  211  263  242  232  257  274 14.444399 0.070893 SUCCESS  96
110000010  247  240  243  245  239  248  220  229  3.725622 0.880992 SUCCESS  97
110000100  249  223  261  233  240  257  233  253  5.354622 0.719088 SUCCESS  98
110001000  250  224  243  246  236  245  253  245  2.502284 0.961624 SUCCESS  99
110001010  227  221  256  257  250  261  266  245  8.191073 0.415032 SUCCESS 100
110010000  236  255  243  261  234  224  248  259  5.143848 0.742097 SUCCESS 101
110010010  263  235  229  232  270  261  253  233  8.355244 0.399560 SUCCESS 102
110010100  245  230  239  221  243  221  221  245  7.765288 0.456727 SUCCESS 103
110011000  217  242  246  231  243  247  253  245  4.258384 0.833091 SUCCESS 104
110011010  248  231  257  240  205  256  234  265 10.931140 0.205632 SUCCESS 105
110100000  228  226  224  258  258  253  255  255  7.176391 0.517727 SUCCESS 106
110100010  247  237  261  252  243  243  262  241  3.125074 0.926265 SUCCESS 107
110100100  259  237  227  235  250  238  244  240  3.125074 0.926265 SUCCESS 108
110101000  247  226  265  222  241  244  266  276 11.720220 0.164130 SUCCESS 109
110101010  250  241  250  225  246  257  251  241  2.842276 0.943862 SUCCESS 110
110101100  241  220  266  260  227  243  245  231  7.583111 0.475214 SUCCESS 111
110110000  241  266  219  246  253  250  212  243  9.615654 0.293044 SUCCESS 112
110110010  247  219  250  252  208  244  235  257  9.702506 0.286530 SUCCESS 113
110110100  258  258  219  227  267  239  255  234  8.811745 0.358425 SUCCESS 114
110111000  251  288  244  220  255  270  271  240 17.291442 0.027213 SUCCESS 115
110111010  235  219  258  240  245  234  218  253  7.577815 0.475757 SUCCESS 116
110111100  240  278  240  238  236  235  247  248  5.895857 0.658896 SUCCESS 117
111000000  256  265  236  258  241  267  234  257  6.933841 0.543787 SUCCESS 118
111000010  267  270  254  237  235  269  248  241  8.760905 0.362866 SUCCESS 119
111000100  261  240  222  268  251  240  248  237  6.318465 0.611606 SUCCESS 120
111000110  241  265  249  255  236  249  281  259  9.567991 0.296665 SUCCESS 121
111001000  212  240  251  263  236  219  254  243  9.526684 0.299829 SUCCESS 122
111001010  250  241  217  234  254  216  225  224 10.769087 0.215129 SUCCESS 123
111001100  244  244  258  234  238  237  237  246  1.854073 0.985163 SUCCESS 124
111010000  223  227  232  244  244  249  240  262  5.282599 0.726989 SUCCESS 125
111010010  230  259  254  264  251  237  224  240  6.072738 0.639084 SUCCESS 126
111010100  265  219  257  238  249  253  260  247  6.919013 0.545395 SUCCESS 127
111010110  238  215  270  251  243  241  236  229  8.085156 0.425196 SUCCESS 128
111011000  233  276  227  251  260  226  229  230 10.545603 0.228798 SUCCESS 129
111011010  238  243  218  218  244  262  250  253  7.781175 0.455132 SUCCESS 130
111011100  255  274  210  217  252  264  244  238 14.428512 0.071258 SUCCESS 131
111100000  279  253  230  247  250  243  238  236  6.957143 0.541264 SUCCESS 132
111100010  238  237  230  268  253  253  259  242  5.258238 0.729652 SUCCESS 133
111100100  241  225  220  244  251  241  257  238  5.159735 0.740375 SUCCESS 134
111100110  230  239  240  249  231  223  246  238  3.923687 0.863942 SUCCESS 135
111101000  227  243  248  255  252  260  252  230  4.250969 0.833800 SUCCESS 136
111101010  280  227  248  237  255  257  234  249  8.712184 0.367155 SUCCESS 137
111101100  239  261  252  262  253  257  224  251  5.886324 0.659964 SUCCESS 138
111101110  240  251  240  243  231  256  225  232  3.849545 0.870436 SUCCESS 139
111110000  257  256  237  240  247  251  233  232  2.969377 0.936265 SUCCESS 140
111110010  253  242  247  217  268  227  226  214 12.399146 0.134264 SUCCESS 141
111110100  242  248  256  258  247  247  255  231  2.796732 0.946459 SUCCESS 142
111110110  244  243  240  266  270  259  250  258  6.840634 0.553921 SUCCESS 143
111111000  294  248  226  257  231  257  230  220 17.439725 0.025842 SUCCESS 144
111111010  253  222  239  242  261  240  242  249  3.936397 0.862816 SUCCESS 145
111111100  273  273  236  241  240  245  246  214 11.320914 0.184170 SUCCESS 146
111111110  247  248  257  239  249  259  245  220  4.419377 0.817444 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  240  233  229  246  224  256  271  244  6.953965 0.541608 SUCCESS   0
000000011  231  245  240  226  205  268  262  261 13.657438 0.091143 SUCCESS   1
000000101  254  244  248  243  248  230  240  251  1.663423 0.989651 SUCCESS   2
000000111  239  241  230  226  209  288  234  241 16.248162 0.038963 SUCCESS   3
000001001  237  244  198  239  253  237  233  220 12.878949 0.116083 SUCCESS   4
000001011  252  248  273  224  217  243  234  208 14.660469 0.066094 SUCCESS   5
000001101  245  231  243  214  229  266  257  267 10.499000 0.231733 SUCCESS   6
