		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000101001  276  239  228  226  245  263  248  232  9.108312 0.333241 SUCCESS  19
000101011  222  244  233  249  259  231  226  247  5.793118 0.670393 SUCCESS  20
000101101  245  244  275  254  261  246  220  242  8.161417 0.417864 SUCCESS  21
000101111  278  231  254  251  267  247  243  237  8.677231 0.370252 SUCCESS  22
000110011  243  267  246  264  275  233  267  254 11.103784 0.195888 SUCCESS  23
000110101  255  276  260  238  239  238  235  233  7.179568 0.517389 SUCCESS  24
000110111  240  241  231  253  231  254  260  252  3.650421 0.887207 SUCCESS  25
000111001  245  248  253  283  246  274  269  227 14.463464 0.070457 SUCCESS  26
000111011  233  274  257  236  224  242  229  215 11.585706 0.170668 SUCCESS  27
000111101  223  246  245  244  231  205  253  248  9.521388 0.300236 SUCCESS  28
000111111  240  237  263  261  260  251  272  249  7.663608 0.467000 SUCCESS  29
001000011  238  256  209  281  227  245  233  236 13.794070 0.087293 SUCCESS  30
001000101  264  238  235  264  245  276  223  226 11.449073 0.177529 SUCCESS  31
001000111  219  245  259  239  253  257  233  249  5.387456 0.715474 SUCCESS  32
001001011  237  229  251  248  258  260  271  257  7.093776 0.526550 SUCCESS  33
001001101  223  242  236  238  237  243  249  242  2.688697 0.952351 SUCCESS  34
001001111  284  252  255  232  240  228  265  245 11.146151 0.193555 SUCCESS  35
001010011  243  253  232  233  251  259  231  220  5.819597 0.667432 SUCCESS  36
001010101  244  279  257  243  254  266  242  235  8.672995 0.370628 SUCCESS  37
001010111  238  233  237  254  259  234  234  254  3.530735 0.896791 SUCCESS  38
001011011  249  238  265  246  270  248  260  244  6.088625 0.637305 SUCCESS  39
001011101  249  243  258  258  214  256  247  245  6.217844 0.622845 SUCCESS  40
001011111  240  241  266  255  256  219  233  228  7.539685 0.479674 SUCCESS  41
001100101  239  228  247  235  260  233  262  218  7.438005 0.490194 SUCCESS  42
001100111  253  257  246  248  275  250  256  286 13.325918 0.101117 SUCCESS  43
001101011  235  248  255  243  225  251  221  259  5.875733 0.661149 SUCCESS  44
001101101  246  228  230  249  232  250  255  241  3.373979 0.908747 SUCCESS  45
001101111  243  230  227  268  245  264  267  249  8.502469 0.385986 SUCCESS  46
001110101  252  245  242  252  231  234  229  250  2.827448 0.944715 SUCCESS  47
001110111  229  240  261  235  243  253  250  252  3.348559 0.910620 SUCCESS  48
001111011  242  217  244  248  242  218  242  260  7.197574 0.515474 SUCCESS  49
001111101  251  247  230  257  283  236  260  256 10.130409 0.255992 SUCCESS  50
001111111  222  226  245  264  240  252  259  263  7.924163 0.440913 SUCCESS  51
010000011  257  260  258  222  232  217  256  208 14.525955 0.069045 SUCCESS  52
010000111  230  226  223  248  234  241  267  258  7.699619 0.463348 SUCCESS  53
010001011  258  235  251  265  235  246  243  239  3.699143 0.883197 SUCCESS  54
010001111  234  248  275  254  252  243  258  262  7.387165 0.495494 SUCCESS  55
010010011  274  248  258  254  247  244  239  232  5.842898 0.664824 SUCCESS  56
010010111  247  240  245  252  249  234  257  241  1.651772 0.989892 SUCCESS  57
010011011  229  255  221  230  230  254  244  267  8.056559 0.427965 SUCCESS  58
010011111  257  251  247  239  230  230  252  236  3.281831 0.915447 SUCCESS  59
010100011  266  255  273  257  249  243  267  237  9.301081 0.317537 SUCCESS  60
010100111  233  238  232  245  255  230  228  248  3.820947 0.872906 SUCCESS  61
010101011  231  267  252  250  272  246  212  234 11.469197 0.176504 SUCCESS  62
010101111  219  244  243  259  249  235  253  250  4.550714 0.804338 SUCCESS  63
010110011  214  232  232  264  222  248  223  268 13.207291 0.104914 SUCCESS  64
010110111  245  261  253  234  238  247  230  233  3.541327 0.895959 SUCCESS  65
010111011  265  260  262  221  234  257  220  264 11.809190 0.159923 SUCCESS  66
010111111  252  245  265  258  248  237  235  241  3.600641 0.891240 SUCCESS  67
011000111  242  247  221  258  256  245  281  256 10.094398 0.258463 SUCCESS  68
011001111  217  244  209  254  231  265  242  271 14.412624 0.071625 SUCCESS  69
011010111  243  246  238  248  214  236  224  249  6.183950 0.626635 SUCCESS  70
011011111  239  221  253  251  233  251  247  230  4.515761 0.807854 SUCCESS  71
011101111  240  236  264  234  231  244  256  257  4.489282 0.810504 SUCCESS  72
011111111  249  236  228  253  239  249  230  244  2.872992 0.942073 SUCCESS  73
100000000  240  227  246  230  255  284  246  264 11.100607 0.196064 SUCCESS  74
100010000  244  240  216  233  249  255  212  258  9.737458 0.283939 SUCCESS  75
100100000  225  256  269  220  268  228  236  242 11.049767 0.198895 SUCCESS  76
100101000  245  237  250  218  251  245  246  227  4.717003 0.787351 SUCCESS  77
100110000  236  237  260  262  234  233  263  233  5.908567 0.657473 SUCCESS  78
100111000  254  258  273  233  254  237  263  254  7.836252 0.449627 SUCCESS  79
101000000  242  239  249  224  236  267  249  248  4.607909 0.798543 SUCCESS  80
101000100  226  235  232  230  246  250  224  252  5.352504 0.719321 SUCCESS  81
101001000  232  240  242  258  237  236  219  243  4.704293 0.788663 SUCCESS  82
101001100  249  238  246  219  241  242  267  244  5.226463 0.733120 SUCCESS  83
101010000  214  264  258  260  235  251  216  199 19.933006 0.010593 SUCCESS  84
101010100  242  272  251  246  236  226  250  235  5.696733 0.681160 SUCCESS  85
101011000  232  235  238  227  253  252  256  258  4.386543 0.820674 SUCCESS  86
101011100  245  224  244  255  237  248  218  223  7.281248 0.506614 SUCCESS  87
101100000  226  267  254  231  250  217  247  253  8.383842 0.396901 SUCCESS  88
101100100  239  270  243  253  260  226  259  239  6.795090 0.558894 SUCCESS  89
101101000  259  270  254  269  232  264  248  274 12.949914 0.113585 SUCCESS  90
101101100  241  230  241  238  272  246  249  239  4.605791 0.798758 SUCCESS  91
101110000  225  221  241  242  240  264  260  245  6.692351 0.570160 SUCCESS  92
101110100  251  245  227  235  237  232  272  238  6.087566 0.637424 SUCCESS  93
101111000  256  240  240  249  275  252  237  251  5.559042 0.696490 SUCCESS  94
101111100  247  244  244  261  222  243  242  247  3.375038 0.908669 SUCCESS  95
110000000  242  247  254  238  226  242  251  241  2.278799 0.971249 SUCCESS  96
110000010  226  245  251  222  255  224  232  249  6.609736 0.579263 SUCCESS  97
110000100  249  241  240  214  258  247  243  252  5.177741 0.738421 SUCCESS  98
110001000  224  235  217  229  262  248  227  238  8.973798 0.344511 SUCCESS  99
110001010  242  256  237  241  250  239  245  240  1.205862 0.996584 SUCCESS 100
110010000  243  275  247  231  242  237  247  273  8.610504 0.376210 SUCCESS 101
110010010  236  264  245  278  242  239  232  241  7.612768 0.472180 SUCCESS 102
110010100  234  255  250  259  268  237  234  212  9.455719 0.305321 SUCCESS 103
110011000  241  245  250  267  256  257  238  239  3.977704 0.859129 SUCCESS 104
110011010  233  262  266  271  245  241  231  246  7.754696 0.457792 SUCCESS 105
110100000  270  244  234  216  240  241  247  229  7.739868 0.459284 SUCCESS 106
110100010  254  244  231  252  235  257  237  255  3.176973 0.922765 SUCCESS 107
110100100  239  238  259  250  262  227  267  254  6.580079 0.582540 SUCCESS 108
110101000  231  272  277  272  248  246  248  246 12.049621 0.149004 SUCCESS 109
110101010  229  260  246  253  254  206  220  234 11.856853 0.157706 SUCCESS 110
110101100  235  228  243  239  263  245  250  262  4.583548 0.801017 SUCCESS 111
110110000  234  248  242  240  238  244  235  229  2.070143 0.978786 SUCCESS 112
110110010  246  255  244  231  234  242  245  238  1.861487 0.984968 SUCCESS 113
110110100  293  281  250  259  221  263  219  288 31.570081 0.000111 FAILURE 114
110111000  235  221  229  250  225  247  233  235  6.195601 0.625332 SUCCESS 115
110111010  242  253  238  220  246  225  247  243  4.582489 0.801125 SUCCESS 116
110111100  257  243  239  267  246  256  251  244  3.848486 0.870528 SUCCESS 117
111000000  243  252  241  232  230  249  235  239  2.342349 0.968677 SUCCESS 118
111000010  253  261  251  217  244  253  239  229  6.271861 0.616808 SUCCESS 119
111000100  234  215  251  244  275  257  228  243 10.076392 0.259705 SUCCESS 120
111000110  257  276  229  219  230  227  245  244 10.741549 0.216778 SUCCESS 121
111001000  249  237  247  220  224  249  241  257  5.376865 0.716641 SUCCESS 122
111001010  225  248  267  273  270  237  249  239 10.626100 0.223798 SUCCESS 123
111001100  243  234  235  269  273  260  257  246  8.731249 0.365472 SUCCESS 124
111010000  271  226  222  232  254  235  244  224  9.630482 0.291925 SUCCESS 125
111010010  218  228  251  226  241  244  274  262 10.761673 0.215572 SUCCESS 126
111010100  225  272  266  273  231  243  222  250 13.356634 0.100154 SUCCESS 127
111010110  258  224  225  220  236  248  259  271 10.887714 0.208143 SUCCESS 128
111011000  244  263  260  231  242  229  234  225  6.279276 0.615980 SUCCESS 129
111011010  270  289  241  264  230  224  224  250 17.506453 0.025247 SUCCESS 130
111011100  247  221  224  247  243  237  248  239  4.446915 0.814720 SUCCESS 131
111100000  253  229  249  222  223  238  247  255  6.063205 0.640152 SUCCESS 132
111100010  235  224  267  267  256  255  244  255  8.102103 0.423561 SUCCESS 133
111100100  237  249  241  249  237  245  265  255  3.023394 0.932881 SUCCESS 134
111100110  259  255  240  255  275  254  253  235  7.149911 0.520548 SUCCESS 135
111101000  215  234  249  236  246  233  236  244  5.227522 0.733004 SUCCESS 136
111101010  236  259  245  271  244  237  239  241  4.648157 0.794434 SUCCESS 137
111101100  248  213  251  225  254  221  257  242  9.318028 0.316182 SUCCESS 138
111101110  235  230  236  271  240  228  257  247  6.448742 0.597099 SUCCESS 139
111110000  271  250  223  223  222  240  265  243 10.985158 0.202542 SUCCESS 140
111110010  213  227  260  266  248  245  263  263 11.527451 0.173566 SUCCESS 141
111110100  215  245  245  237  256  238  234  274  8.787385 0.360548 SUCCESS 142
111110110  259  227  224  246  237  227  263  244  6.877705 0.549883 SUCCESS 143
111111000  255  237  229  233  242  226  271  233  7.204988 0.514686 SUCCESS 144
111111010  199  245  264  246  240  260  260  287 20.314306 0.009210 FAILURE 145
111111100  239  239  262  238  272  245  266  234  7.492023 0.484592 SUCCESS 146
111111110  249  236  228  253  239  249  230  244  2.872992 0.942073 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  235  261  223  221  259  240  239  257  7.538626 0.479783 SUCCESS   0
000000011  254  254  236  240  245  260  243  268  4.669341 0.792262 SUCCESS   1
000000101  223  245  228  244  248  232  233  227  5.448888 0.708696 SUCCESS   2
000000111  242  234  234  232  249  275  229  253  6.952906 0.541722 SUCCESS   3
000001001  225  273  260  211  233  269  268  235 16.712077 0.033251 SUCCESS   4
000001011  238  258  209  248  254  233  238  227  8.604149 0.376781 SUCCESS   5
000001101  239  253  259  243  233  248  240  273  5.580225 0.694136 SUCCESS   6
000001111  267  247  241  221  268  259  255  282 14.489943 0.069856 SUCCESS   7
000010001  250  227  263  244  223  239  238  248  5.122664 0.744389 SUCCESS   8
000010011  228  228  237  237  234  248  268  242  5.565397 0.695784 SUCCESS   9
000010101  281  261  267  217  252  232  253  226 14.912551 0.060868 SUCCESS  10
000010111  240  237  215  237  244  252  228  238  5.619414 0.689777 SUCCESS  11
000011001  259  257  258  247  253  266  254  252  5.527267 0.700017 SUCCESS  12
000011011  230  244  264  239  246  238  235  255  3.657836 0.886601 SUCCESS  13
000011101  267  255  263  252  249  277  259  240 10.179131 0.252678 SUCCESS  14
000011111  261  218  268  226  238  245  255  262  9.921753 0.270561 SUCCESS  15
000100011  254  228  258  241  228  249  262  235  5.280480 0.727220 SUCCESS  16
000100101  242  244  277  238  260  265  247  232  8.328765 0.402032 SUCCESS  17
000100111  229  220  228  248  220  252  261  240  8.607326 0.376496 SUCCESS  18
000101001  214  224  263  272  256  237  236  236 11.733989 0.163473 SUCCESS  19
000101011  245  286  258  236  232  225  234  221 13.400060 0.098806 SUCCESS  20
000101101  239  256  230  272  240  245  254  268  7.749400 0.458325 SUCCESS  21
000101111  253  253  236  239  235  241  244  256  2.050019 0.979440 SUCCESS  22
000110011  249  245  241  255  256  250  232  249  2.113569 0.977331 SUCCESS  23
000110101  250  233  236  254  230  206  230  261 10.418503 0.236872 SUCCESS  24
000110111  253  264  253  228  246  249  245  258  4.377010 0.821608 SUCCESS  25
000111001  248  232  231  217  234  242  241  250  5.174564 0.738766 SUCCESS  26
000111011  253  257  250  247  249  262  266  244  4.698997 0.789210 SUCCESS  27
000111101  239  254  228  247  277  239  220  282 14.894545 0.061229 SUCCESS  28
000111111  250  223  269  227  241  235  258  237  7.325733 0.501931 SUCCESS  29
001000011  226  257  256  236  239  224  263  259  7.245236 0.510420 SUCCESS  30
001000101  240  244  271  276  233  238  229  257  9.791476 0.279968 SUCCESS  31
001000111  242  242  256  259  236  257  258  245  3.373979 0.908747 SUCCESS  32
001001011  231  244  283  246  239  267  249  240  9.648488 0.290569 SUCCESS  33
001001101  223  231  247  257  224  252  232  252  6.222081 0.622371 SUCCESS  34
001001111  245  236  244  234  259  252  277  220  8.962147 0.345499 SUCCESS  35
001010011  211  217  256  264  255  257  240  234 11.746699 0.162868 SUCCESS  36
001010101  253  242  226  222  251  261  248  241  5.330261 0.721764 SUCCESS  37
001010111  226  291  263  245  236  243  274  256 16.877307 0.031412 SUCCESS  38
001011011  252  241  226  260  249  266  253  264  6.898889 0.547580 SUCCESS  39
001011101  268  216  222  241  255  263  247  229 10.896187 0.207651 SUCCESS  40
001011111  249  254  228  241  245  241  252  254  2.377302 0.967207 SUCCESS  41
001100101  234  240  234  250  233  259  285  218 12.518832 0.129513 SUCCESS  42
001100111  234  235  247  235  255  243  231  223  4.301810 0.828918 SUCCESS  43
001101011  252  226  242  250  223  215  248  255  7.869086 0.446362 SUCCESS  44
001101101  235  237  253  243  221  272  191  246 18.436402 0.018182 SUCCESS  45
001101111  260  267  234  258  247  226  241  281 11.763646 0.162065 SUCCESS  46
001110101  258  252  254  256  229  256  222  218  8.621095 0.375260 SUCCESS  47
001110111  229  223  228  254  255  255  258  250  6.338589 0.609362 SUCCESS  48
001111011  226  248  229  247  277  240  219  255 10.286107 0.245516 SUCCESS  49
001111101  263  238  267  242  278  240  262  248 10.255391 0.247556 SUCCESS  50
001111111  246  207  243  235  231  234  253  232  8.333002 0.401636 SUCCESS  51
010000011  252  250  248  240  259  243  242  227  2.749070 0.949105 SUCCESS  52
010000111  228  241  274  237  244  222  261  241  8.461161 0.389766 SUCCESS  53
010001011  255  244  251  251  251  255  244  273  5.135374 0.743014 SUCCESS  54
010001111  246  245  238  268  246  233  251  235  3.684315 0.884424 SUCCESS  55
010010011  238  261  215  207  253  255  249  223 13.624603 0.092090 SUCCESS  56
010010111  250  243  239  225  239  260  240  234  3.497901 0.899352 SUCCESS  57
010011011  238  251  241  262  226  247  211  237  8.044908 0.429096 SUCCESS  58
010011111  252  229  240  239  266  235  272  248  7.150971 0.520435 SUCCESS  59
010100011  247  245  243  246  258  262  228  239  3.440706 0.903742 SUCCESS  60
010100111  234  206  263  238  260  240  234  234 10.269160 0.246640 SUCCESS  61
010101011  241  230  243  205  242  244  254  263  9.319087 0.316097 SUCCESS  62
010101111  225  275  249  248  224  230  271  260 12.441513 0.132565 SUCCESS  63
010110011  238  236  235  227  231  212  234  248  7.633951 0.470018 SUCCESS  64
010110111  244  224  240  247  261  227  247  255  4.808092 0.777877 SUCCESS  65
010111011  255  251  223  235  238  260  254  238  4.743482 0.784608 SUCCESS  66
010111111  251  257  240  241  241  238  240  245  1.291655 0.995651 SUCCESS  67
011000111  257  256  224  234  236  232  258  254  5.581284 0.694019 SUCCESS  68
011001111  239  236  260  234  260  237  232  221  6.064265 0.640033 SUCCESS  69
011010111  233  248  236  260  238  224  248  240  3.945929 0.861969 SUCCESS  70
011011111  276  250  238  251  227  208  228  240 12.755027 0.120561 SUCCESS  71
011101111  243  240  236  245  258  258  236  239  2.382598 0.966981 SUCCESS  72
011111111  252  221  250  253  226  222  249  231  7.304550 0.504159 SUCCESS  73
100000000  235  261  223  221  259  240  239  257  7.538626 0.479783 SUCCESS  74
100010000  214  238  226  245  246  227  266  276 12.988044 0.112262 SUCCESS  75
100100000  255  232  271  248  247  252  234  248  5.043227 0.752946 SUCCESS  76
100101000  229  244  237  229  264  248  236  219  6.844871 0.553459 SUCCESS  77
100110000  247  242  274  228  242  245  259  296 17.297797 0.027153 SUCCESS  78
100111000  260  218  226  258  233  271  217  252 13.131031 0.107420 SUCCESS  79
101000000  236  234  247  229  259  260  238  227  5.124783 0.744160 SUCCESS  80
101000100  262  237  251  248  240  251  260  269  5.794177 0.670275 SUCCESS  81
101001000  244  274  263  264  251  266  248  259 10.192900 0.251747 SUCCESS  82
101001100  241  224  251  249  220  224  244  239  6.351299 0.607945 SUCCESS  83
101010000  245  252  274  218  273  246  223  238 12.535779 0.128852 SUCCESS  84
101010100  267  239  243  253  260  270  220  254  9.450424 0.305734 SUCCESS  85
101011000  240  219  248  228  235  230  235  247  5.497610 0.703305 SUCCESS  86
101011100  229  259  256  242  246  217  260  253  7.056705 0.530527 SUCCESS  87
101100000  243  263  228  231  227  270  255  241  7.967589 0.436643 SUCCESS  88
101100100  221  241  268  269  249  280  246  247 12.946736 0.113695 SUCCESS  89
101101000  230  238  263  250  235  255  255  241  4.056083 0.852028 SUCCESS  90
101101100  258  245  236  235  228  244  249  254  3.066820 0.930094 SUCCESS  91
101110000  246  271  268  223  233  224  240  251  9.893156 0.272605 SUCCESS  92
101110100  245  223  227  259  247  271  236  256  8.045967 0.428993 SUCCESS  93
101111000  261  258  236  237  235  237  254  240  3.569925 0.893696 SUCCESS  94
101111100  272  253  244  241  232  245  233  251  5.017807 0.755671 SUCCESS  95
110000000  240  268  231  243  233  256  248  254  4.820802 0.776546 SUCCESS  96
110000010  253  257  243  200  247  244  250  236  9.751227 0.282923 SUCCESS  97
110000100  263  227  239  265  246  251  250  231  5.800532 0.669564 SUCCESS  98
110001000  243  244  236  234  220  245  272  242  6.499582 0.591454 SUCCESS  99
110001010  254  248  263  243  252  249  219  237  5.244469 0.731156 SUCCESS 100
110010000  228  232  262  255  238  248  248  270  6.701883 0.569112 SUCCESS 101
110010010  209  257  269  250  250  235  222  236 11.549694 0.172454 SUCCESS 102
110010100  222  234  243  249  269  246  257  225  7.502614 0.483497 SUCCESS 103
110011000  239  227  245  236  223  255  256  265  6.472044 0.594510 SUCCESS 104
110011010  256  228  238  235  226  226  245  235  5.350386 0.719554 SUCCESS 105
110100000  257  232  250  249  263  252  237  216  6.910540 0.546315 SUCCESS 106
110100010  236  237  271  224  225  261  286  289 23.987500 0.002303 FAILURE 107
110100100  227  267  226  235  234  267  253  247  8.223907 0.411910 SUCCESS 108
110101000  238  263  250  242  287  257  232  243 10.952323 0.204415 SUCCESS 109
110101010  255  227  260  236  251  253  226  276  9.321205 0.315928 SUCCESS 110
110101100  246  253  247  229  238  260  257  249  3.382452 0.908119 SUCCESS 111
110110000  267  241  220  269  232  244  242  243  7.993009 0.434153 SUCCESS 112
110110010  214  256  282  259  226  246  245  236 13.146919 0.106894 SUCCESS 113
110110100  258  250  249  227  236  253  240  250  3.136725 0.925486 SUCCESS 114
110111000  249  255  253  227  253  232  265  248  5.044286 0.752832 SUCCESS 115
110111010  225  255  222  249  270  258  243  266  9.910102 0.271392 SUCCESS 116
110111100  260  228  242  242  256  212  248  263  8.750314 0.363795 SUCCESS 117
111000000  251  248  240  249  210  255  242  222  7.964411 0.436954 SUCCESS 118
111000010  255  221  250  248  246  256  245  223  5.482781 0.704947 SUCCESS 119
111000100  242  271  240  237  236  233  250  232  4.939428 0.764030 SUCCESS 120
111000110  263  233  255  245  280  242  260  248  9.141147 0.330529 SUCCESS 121
111001000  225  246  271  256  257  239  235  271  9.448305 0.305899 SUCCESS 122
111001010  236  229  226  218  254  234  245  229  7.352212 0.499152 SUCCESS 123
111001100  228  242  237  247  223  231  263  253  5.834425 0.665773 SUCCESS 124
111010000  244  236  248  240  275  253  228  226  7.281248 0.506614 SUCCESS 125
111010010  219  270  215  215  235  266  242  254 15.510981 0.049939 SUCCESS 126
111010100  250  217  228  263  278  234  254  243 11.588883 0.170511 SUCCESS 127
111010110  252  270  266  222  234  247  267  225 11.436363 0.178178 SUCCESS 128
111011000  248  263  211  253  245  223  254  256  9.459956 0.304991 SUCCESS 129
111011010  255  242  259  224  249  258  257  246  4.807033 0.777988 SUCCESS 130
111011100  238  253  252  252  248  218  276  266 10.305172 0.244257 SUCCESS 131
111100000  266  247  233  240  214  236  263  247  8.327706 0.402131 SUCCESS 132
111100010  285  269  251  229  247  229  246  225 13.438190 0.097636 SUCCESS 133
111100100  189  244  253  256  242  245  248  276 18.195971 0.019804 SUCCESS 134
111100110  255  229  254  238  233  232  244  249  3.290304 0.914841 SUCCESS 135
111101000  262  243  253  239  278  248  227  222 10.045676 0.261835 SUCCESS 136
111101010  253  202  229  260  246  216  266  238 15.441076 0.051116 SUCCESS 137
111101100  243  257  221  253  239  233  230  231  5.517734 0.701074 SUCCESS 138
111101110  218  266  259  252  265  232  250  266 10.761673 0.215572 SUCCESS 139
111110000  282  241  233  241  224  263  275  238 14.107584 0.079004 SUCCESS 140
111110010  220  224  235  244  254  242  241  263  6.517588 0.589457 SUCCESS 141
111110100  243  242  235  243  244  240  243  236  0.739829 0.999419 SUCCESS 142
111110110  274  247  242  248  237  248  243  246  4.198011 0.838831 SUCCESS 143
111111000  256  228  234  236  254  249  280  234  8.813864 0.358241 SUCCESS 144
111111010  255  254  245  253  223  209  258  240  9.256596 0.321115 SUCCESS 145
111111100  254  206  234  245  240  243  258  238  8.060796 0.427554 SUCCESS 146
111111110  252  221  250  253  226  222  249  231  7.304550 0.504159 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  283  281  251  237  212  237  237  218 20.272999 0.009351 FAILURE   0
000000011  258  248  239  264  226  231  226  218  9.069123 0.336498 SUCCESS   1
000000101  249  245  235  230  237  250  264  234  3.771167 0.877157 SUCCESS   2
000000111  256  278  255  299  228  233  244  240 20.415987 0.008872 FAILURE   3
000001001  264  270  225  246  239  247  263  249  7.830956 0.450155 SUCCESS   4
000001011  241  264  249  238  228  252  236  254  4.031722 0.854250 SUCCESS   5
000001101  246  228  226  237  243  215  249  239  6.534535 0.587580 SUCCESS   6
000001111  273  258  239  275  249  235  210  258 14.700718 0.065233 SUCCESS   7
000010001  244  242  265  211  238  229  254  233  8.579788 0.378974 SUCCESS   8
000010011  262  273  229  242  249  240  239  233  6.682818 0.571208 SUCCESS   9
000010101  253  245  232  256  235  239  273  228  6.655280 0.574240 SUCCESS  10
000010111  254  277  246  233  237  267  275  240 12.073982 0.147933 SUCCESS  11
000011001  260  279  238  231  245  254  240  251  7.798122 0.453435 SUCCESS  12
000011011  270  230  254  235  241  242  234  244  4.942606 0.763693 SUCCESS  13
000011101  250  246  260  244  226  245  262  256  4.575075 0.801876 SUCCESS  14
000011111  274  249  211  271  250  258  231  275 17.321099 0.026934 SUCCESS  15
000100011  272  273  261  226  232  232  258  230 12.329241 0.137107 SUCCESS  16
000100101  246  238  228  236  240  236  267  241  4.165177 0.841921 SUCCESS  17
000100111  215  252  236  246  251  230  249  227  6.539831 0.586993 SUCCESS  18
000101001  231  239  264  242  251  236  258  234  4.263679 0.832584 SUCCESS  19
000101011  246  250  203  261  252  267  266  197 22.448529 0.004149 FAILURE  20
000101101  238  245  237  229  268  246  236  212  8.428327 0.392786 SUCCESS  21
000101111  234  244  276  239  248  277  223  249 11.484026 0.175752 SUCCESS  22
000110011  243  248  247  229  246  238  230  243  2.097682 0.977870 SUCCESS  23
000110101  229  236  241  227  244  234  251  245  3.170618 0.923198 SUCCESS  24
000110111  291  229  234  238  243  242  218  268 16.202618 0.039570 SUCCESS  25
000111001  241  231  243  239  236  247  240  242  1.293773 0.995626 SUCCESS  26
000111011  230  227  260  221  255  231  271  267 11.928876 0.154406 SUCCESS  27
000111101  231  218  252  251  234  241  242  234  5.013570 0.756125 SUCCESS  28
000111111  268  235  230  258  262  237  238  269  8.777852 0.361381 SUCCESS  29
001000011  268  238  253  217  252  254  246  277 11.294435 0.185568 SUCCESS  30
001000101  256  238  236  236  236  273  237  259  6.280335 0.615862 SUCCESS  31
001000111  249  225  254  229  225  217  237  243  7.919926 0.441331 SUCCESS  32
001001011  242  241  269  225  212  238  253  214 12.941440 0.113880 SUCCESS  33
001001101  251  247  255  261  255  230  226  255  5.181978 0.737961 SUCCESS  34
001001111  247  221  223  231  259  251  256  235  7.009042 0.535657 SUCCESS  35
001010011  236  239  242  228  258  240  236  250  2.825330 0.944836 SUCCESS  36
001010101  254  262  238  264  208  236  252  250  9.816896 0.278113 SUCCESS  37
001010111  234  245  230  291  244  248  269  219 15.951595 0.043078 SUCCESS  38
001011011  224  217  235  218  247  238  223  239 10.273397 0.246359 SUCCESS  39
001011101  237  242  242  246  245  251  261  236  1.957871 0.982276 SUCCESS  40
001011111  222  266  272  260  229  281  233  251 15.915583 0.043604 SUCCESS  41
001100101  236  270  227  271  247  254  246  257  8.584024 0.378592 SUCCESS  42
001100111  244  245  266  244  233  227  226  263  6.698706 0.569461 SUCCESS  43
001101011  220  226  257  238  247  232  240  260  6.516529 0.589575 SUCCESS  44
001101101  225  241  220  253  250  231  215  252  9.123141 0.332015 SUCCESS  45
001101111  285  243  237  237  243  231  225  267 12.015728 0.150504 SUCCESS  46
001110101  243  228  274  256  239  239  248  238  5.930809 0.654982 SUCCESS  47
001110111  245  231  265  214  237  224  273  265 13.733698 0.088976 SUCCESS  48
001111011  245  240  231  247  239  265  241  247  2.874051 0.942011 SUCCESS  49
001111101  256  224  226  239  249  239  257  256  5.328143 0.721997 SUCCESS  50
001111111  261  240  256  239  279  261  253  249  8.781030 0.361104 SUCCESS  51
010000011  244  239  245  219  232  248  209  254  9.115727 0.332628 SUCCESS  52
010000111  257  242  245  225  235  249  274  265  8.355244 0.399560 SUCCESS  53
010001011  255  230  233  236  253  268  248  240  5.034754 0.753855 SUCCESS  54
010001111  262  232  252  238  234  243  257  241  3.581575 0.892767 SUCCESS  55
010010011  271  242  241  239  250  237  250  233  4.263679 0.832584 SUCCESS  56
010010111  233  244  242  238  218  261  249  210  9.834901 0.276805 SUCCESS  57
010011011  255  264  271  246  242  231  228  270  9.936582 0.269505 SUCCESS  58
010011111  246  223  211  240  264  243  259  241  9.284134 0.318897 SUCCESS  59
010100011  229  233  234  244  265  251  248  243  4.043373 0.853189 SUCCESS  60
010100111  266  231  218  243  256  224  260  238  9.194105 0.326187 SUCCESS  61
010101011  235  272  242  257  216  233  262  256 10.192900 0.251747 SUCCESS  62
010101111  244  261  232  277  229  235  248  258  8.609444 0.376305 SUCCESS  63
010110011  216  257  245  256  225  278  229  260 13.102434 0.108373 SUCCESS  64
010110111  215  226  231  239  238  211  231  242 11.383405 0.180907 SUCCESS  65
